 ±º‰¥¡,CH1-æ‡¿Î1
1187.10735,-0.073855
1187.10835,-0.073575
1187.10935,-0.073283
1187.11035,-0.072949
1187.11135,-0.072587
1187.11235,-0.072166
1187.11335,-0.0717
1187.11435,-0.071209
1187.11535,-0.070733
1187.11635,-0.070289
1187.11735,-0.069879
1187.11835,-0.069512
1187.11935,-0.069176
1187.12035,-0.068862
1187.12135,-0.068599
1187.12235,-0.06835
1187.12335,-0.068081
1187.12435,-0.067756
1187.12535,-0.067385
1187.12635,-0.067022
1187.12735,-0.066693
1187.12835,-0.066454
1187.12935,-0.066302
1187.13035,-0.066228
1187.13135,-0.066173
1187.13235,-0.06608
1187.13335,-0.065916
1187.13435,-0.065701
1187.13535,-0.065422
1187.13635,-0.065123
1187.13735,-0.064799
1187.13835,-0.064478
1187.13935,-0.064212
1187.14035,-0.064045
1187.14135,-0.063991
1187.14235,-0.064039
1187.14335,-0.064113
1187.14435,-0.064171
1187.14535,-0.064223
1187.14635,-0.064274
1187.14735,-0.06437
1187.14835,-0.064553
1187.14935,-0.064886
1187.15035,-0.065332
1187.15135,-0.065916
1187.15235,-0.066555
1187.15335,-0.067233
1187.15435,-0.067929
1187.15535,-0.068625
1187.15635,-0.069312
1187.15735,-0.069966
1187.15835,-0.070568
1187.15935,-0.071128
1187.16035,-0.071644
1187.16135,-0.072091
1187.16235,-0.072467
1187.16335,-0.072783
1187.16435,-0.073044
1187.16535,-0.073259
1187.16635,-0.073426
1187.16735,-0.073552
1187.16835,-0.073663
1187.16935,-0.073716
1187.17035,-0.073732
1187.17135,-0.073685
1187.17235,-0.073595
1187.17335,-0.073472
1187.17435,-0.07335
1187.17535,-0.073255
1187.17635,-0.073194
1187.17735,-0.073192
1187.17835,-0.073231
1187.17935,-0.073273
1187.18035,-0.073304
1187.18135,-0.073301
1187.18235,-0.073279
1187.18335,-0.073218
1187.18435,-0.07313
1187.18535,-0.073055
1187.18635,-0.073
1187.18735,-0.072976
1187.18835,-0.072972
1187.18935,-0.072961
1187.19035,-0.072919
1187.19135,-0.072836
1187.19235,-0.072689
1187.19335,-0.072484
1187.19435,-0.072239
1187.19535,-0.071997
1187.19635,-0.071769
1187.19735,-0.071556
1187.19835,-0.071361
1187.19935,-0.071191
1187.20035,-0.071025
1187.20135,-0.070849
1187.20235,-0.070662
1187.20335,-0.070478
1187.20435,-0.070305
1187.20535,-0.070181
1187.20635,-0.070089
1187.20735,-0.070032
1187.20835,-0.070028
1187.20935,-0.070039
1187.21035,-0.070061
1187.21135,-0.070072
1187.21235,-0.070061
1187.21335,-0.070047
1187.21435,-0.070037
1187.21535,-0.070032
1187.21635,-0.070047
1187.21735,-0.070114
1187.21835,-0.07021
1187.21935,-0.070313
1187.22035,-0.070412
1187.22135,-0.070474
1187.22235,-0.07052
1187.22335,-0.07055
1187.22435,-0.070575
1187.22535,-0.070627
1187.22635,-0.0707
1187.22735,-0.070801
1187.22835,-0.070919
1187.22935,-0.071025
1187.23035,-0.07113
1187.23135,-0.071215
1187.23235,-0.071281
1187.23335,-0.071314
1187.23435,-0.071339
1187.23535,-0.071369
1187.23635,-0.071406
1187.23735,-0.071464
1187.23835,-0.071521
1187.23935,-0.071585
1187.24035,-0.071631
1187.24135,-0.07167
1187.24235,-0.071666
1187.24335,-0.07163
1187.24435,-0.071563
1187.24535,-0.071477
1187.24635,-0.071352
1187.24735,-0.071198
1187.24835,-0.071018
1187.24935,-0.07079
1187.25035,-0.070506
1187.25135,-0.070129
1187.25235,-0.069672
1187.25335,-0.069145
1187.25435,-0.068586
1187.25535,-0.068008
1187.25635,-0.067448
1187.25735,-0.066906
1187.25835,-0.06641
1187.25935,-0.065962
1187.26035,-0.065563
1187.26135,-0.0652
1187.26235,-0.064862
1187.26335,-0.064557
1187.26435,-0.064265
1187.26535,-0.064021
1187.26635,-0.063837
1187.26735,-0.063753
1187.26835,-0.063742
1187.26935,-0.063791
1187.27035,-0.063867
1187.27135,-0.063947
1187.27235,-0.064023
1187.27335,-0.064078
1187.27435,-0.064114
1187.27535,-0.064129
1187.27635,-0.064131
1187.27735,-0.064113
1187.27835,-0.064103
1187.27935,-0.064105
1187.28035,-0.064133
1187.28135,-0.064181
1187.28235,-0.064228
1187.28335,-0.064271
1187.28435,-0.064293
1187.28535,-0.064313
1187.28635,-0.064349
1187.28735,-0.064403
1187.28835,-0.06446
1187.28935,-0.064506
1187.29035,-0.064557
1187.29135,-0.064627
1187.29235,-0.064713
1187.29335,-0.064834
1187.29435,-0.064963
1187.29535,-0.065091
1187.29635,-0.065216
1187.29735,-0.065327
1187.29835,-0.065428
1187.29935,-0.065527
1187.30035,-0.065661
1187.30135,-0.065789
1187.30235,-0.065901
1187.30335,-0.066001
1187.30435,-0.066085
1187.30535,-0.066166
1187.30635,-0.066237
1187.30735,-0.066302
1187.30835,-0.066357
1187.30935,-0.066399
1187.31035,-0.066427
1187.31135,-0.066458
1187.31235,-0.066482
1187.31335,-0.066511
1187.31435,-0.066542
1187.31535,-0.06659
1187.31635,-0.066642
1187.31735,-0.066704
1187.31835,-0.066812
1187.31935,-0.066954
1187.32035,-0.067115
1187.32135,-0.067305
1187.32235,-0.067551
1187.32335,-0.067808
1187.32435,-0.068074
1187.32535,-0.06834
1187.32635,-0.068627
1187.32735,-0.068873
1187.32835,-0.069104
1187.32935,-0.06924
1187.33035,-0.069226
1187.33135,-0.068956
1187.33235,-0.068339
1187.33335,-0.067454
1187.33435,-0.066351
1187.33535,-0.065164
1187.33635,-0.063957
1187.33735,-0.062763
1187.33835,-0.061557
1187.33935,-0.060364
1187.34035,-0.059199
1187.34135,-0.058075
1187.34235,-0.05698
1187.34335,-0.055977
1187.34435,-0.055047
1187.34535,-0.054268
1187.34635,-0.053705
1187.34735,-0.053431
1187.34835,-0.053548
1187.34935,-0.053991
1187.35035,-0.054671
1187.35135,-0.05546
1187.35235,-0.05632
1187.35335,-0.057204
1187.35435,-0.058092
1187.35535,-0.059004
1187.35635,-0.059914
1187.35735,-0.060834
1187.35835,-0.061759
1187.35935,-0.062676
1187.36035,-0.063591
1187.36135,-0.06451
1187.36235,-0.065413
1187.36335,-0.066304
1187.36435,-0.067178
1187.36535,-0.06801
1187.36635,-0.068809
1187.36735,-0.069584
1187.36835,-0.070331
1187.36935,-0.071037
1187.37035,-0.071693
1187.37135,-0.072271
1187.37235,-0.07278
1187.37335,-0.073202
1187.37435,-0.073546
1187.37535,-0.07381
1187.37635,-0.073981
1187.37735,-0.074047
1187.37835,-0.07402
1187.37935,-0.0739
1187.38035,-0.073685
1187.38135,-0.073397
1187.38235,-0.073024
1187.38335,-0.072567
1187.38435,-0.072049
1187.38535,-0.071496
1187.38635,-0.070936
1187.38735,-0.070408
1187.38835,-0.069912
1187.38935,-0.069459
1187.39035,-0.069038
1187.39135,-0.068664
1187.39235,-0.068351
1187.39335,-0.068103
1187.39435,-0.067929
1187.39535,-0.06782
1187.39635,-0.067795
1187.39735,-0.067844
1187.39835,-0.067978
1187.39935,-0.068193
1187.40035,-0.068458
1187.40135,-0.06877
1187.40235,-0.069093
1187.40335,-0.069405
1187.40435,-0.069716
1187.40535,-0.070034
1187.40635,-0.070348
1187.40735,-0.070654
1187.40835,-0.07095
1187.40935,-0.071229
1187.41035,-0.071486
1187.41135,-0.071725
1187.41235,-0.07192
1187.41335,-0.072067
1187.41435,-0.072155
1187.41535,-0.072186
1187.41635,-0.072186
1187.41735,-0.072138
1187.41835,-0.072068
1187.41935,-0.07198
1187.42035,-0.071859
1187.42135,-0.071686
1187.42235,-0.071477
1187.42335,-0.071222
1187.42435,-0.070922
1187.42535,-0.070603
1187.42635,-0.070281
1187.42735,-0.069977
1187.42835,-0.069673
1187.42935,-0.069392
1187.43035,-0.069121
1187.43135,-0.06886
1187.43235,-0.068592
1187.43335,-0.068348
1187.43435,-0.068111
1187.43535,-0.067888
1187.43635,-0.067708
1187.43735,-0.067571
1187.43835,-0.067475
1187.43935,-0.06742
1187.44035,-0.067416
1187.44135,-0.067435
1187.44235,-0.067468
1187.44335,-0.067483
1187.44435,-0.067529
1187.44535,-0.067584
1187.44635,-0.067679
1187.44735,-0.067808
1187.44835,-0.067971
1187.44935,-0.068149
1187.45035,-0.068333
1187.45135,-0.068526
1187.45235,-0.068697
1187.45335,-0.068864
1187.45435,-0.069044
1187.45535,-0.06924
1187.45635,-0.069448
1187.45735,-0.069683
1187.45835,-0.069938
1187.45935,-0.070263
1187.46035,-0.070647
1187.46135,-0.071094
1187.46235,-0.071579
1187.46335,-0.072092
1187.46435,-0.072617
1187.46535,-0.073156
1187.46635,-0.073714
1187.46735,-0.074264
1187.46835,-0.074831
1187.46935,-0.0754
1187.47035,-0.075952
1187.47135,-0.076466
1187.47235,-0.076917
1187.47335,-0.077283
1187.47435,-0.077567
1187.47535,-0.077755
1187.47635,-0.077825
1187.47735,-0.077806
1187.47835,-0.077716
1187.47935,-0.077557
1187.48035,-0.07733
1187.48135,-0.077032
1187.48235,-0.076656
1187.48335,-0.076225
1187.48435,-0.075748
1187.48535,-0.075245
1187.48635,-0.074739
1187.48735,-0.074245
1187.48835,-0.07379
1187.48935,-0.073391
1187.49035,-0.073027
1187.49135,-0.07269
1187.49235,-0.072379
1187.49335,-0.072091
1187.49435,-0.071839
1187.49535,-0.07164
1187.49635,-0.071508
1187.49735,-0.071453
1187.49835,-0.071484
1187.49935,-0.071589
1187.50035,-0.071743
1187.50135,-0.071927
1187.50235,-0.072122
1187.50335,-0.072327
1187.50435,-0.072546
1187.50535,-0.072779
1187.50635,-0.073047
1187.50735,-0.073344
1187.50835,-0.073664
1187.50935,-0.073993
1187.51035,-0.074283
1187.51135,-0.074517
1187.51235,-0.074691
1187.51335,-0.074807
1187.51435,-0.07488
1187.51535,-0.074919
1187.51635,-0.074928
1187.51735,-0.074914
1187.51835,-0.074866
1187.51935,-0.074774
1187.52035,-0.074598
1187.52135,-0.074302
1187.52235,-0.073879
1187.52335,-0.073324
1187.52435,-0.072652
1187.52535,-0.071906
1187.52635,-0.071128
1187.52735,-0.070366
1187.52835,-0.069628
1187.52935,-0.068922
1187.53035,-0.068232
1187.53135,-0.067569
1187.53235,-0.066944
1187.53335,-0.066373
1187.53435,-0.065888
1187.53535,-0.065497
1187.53635,-0.065227
1187.53735,-0.065114
1187.53835,-0.065159
1187.53935,-0.065365
1187.54035,-0.065731
1187.54135,-0.066225
1187.54235,-0.066823
1187.54335,-0.067486
1187.54435,-0.068197
1187.54535,-0.068947
1187.54635,-0.069744
1187.54735,-0.070553
1187.54835,-0.07138
1187.54935,-0.072192
1187.55035,-0.072952
1187.55135,-0.073641
1187.55235,-0.074239
1187.55335,-0.074741
1187.55435,-0.075147
1187.55535,-0.075456
1187.55635,-0.075704
1187.55735,-0.075858
1187.55835,-0.075915
1187.55935,-0.075873
1187.56035,-0.075724
1187.56135,-0.075459
1187.56235,-0.075095
1187.56335,-0.074648
1187.56435,-0.074106
1187.56535,-0.07351
1187.56635,-0.072881
1187.56735,-0.072245
1187.56835,-0.071634
1187.56935,-0.071037
1187.57035,-0.07046
1187.57135,-0.069896
1187.57235,-0.06931
1187.57335,-0.068713
1187.57435,-0.068144
1187.57535,-0.0676
1187.57635,-0.067114
1187.57735,-0.066691
1187.57835,-0.066329
1187.57935,-0.066039
1187.58035,-0.065804
1187.58135,-0.065611
1187.58235,-0.065455
1187.58335,-0.065356
1187.58435,-0.065297
1187.58535,-0.065305
1187.58635,-0.065365
1187.58735,-0.065496
1187.58835,-0.065699
1187.58935,-0.06598
1187.59035,-0.066289
1187.59135,-0.066645
1187.59235,-0.067018
1187.59335,-0.067396
1187.59435,-0.06778
1187.59535,-0.068157
1187.59635,-0.068537
1187.59735,-0.068911
1187.59835,-0.069279
1187.59935,-0.069617
1187.60035,-0.069912
1187.60135,-0.070135
1187.60235,-0.070316
1187.60335,-0.070451
1187.60435,-0.070552
1187.60535,-0.070647
1187.60635,-0.070765
1187.60735,-0.070884
1187.60835,-0.071022
1187.60935,-0.071167
1187.61035,-0.071283
1187.61135,-0.071376
1187.61235,-0.071442
1187.61335,-0.071497
1187.61435,-0.071554
1187.61535,-0.071619
1187.61635,-0.071698
1187.61735,-0.071817
1187.61835,-0.071955
1187.61935,-0.072102
1187.62035,-0.07221
1187.62135,-0.072256
1187.62235,-0.072206
1187.62335,-0.072074
1187.62435,-0.07187
1187.62535,-0.071613
1187.62635,-0.071327
1187.62735,-0.071012
1187.62835,-0.070676
1187.62935,-0.070296
1187.63035,-0.069861
1187.63135,-0.069356
1187.63235,-0.068818
1187.63335,-0.068238
1187.63435,-0.067628
1187.63535,-0.067005
1187.63635,-0.066432
1187.63735,-0.06592
1187.63835,-0.065488
1187.63935,-0.065147
1187.64035,-0.064862
1187.64135,-0.064636
1187.64235,-0.064476
1187.64335,-0.064379
1187.64435,-0.064362
1187.64535,-0.06443
1187.64635,-0.064581
1187.64735,-0.06482
1187.64835,-0.065126
1187.64935,-0.065503
1187.65035,-0.065931
1187.65135,-0.066395
1187.65235,-0.066856
1187.65335,-0.067308
1187.65435,-0.067769
1187.65535,-0.06823
1187.65635,-0.068702
1187.65735,-0.069211
1187.65835,-0.069723
1187.65935,-0.070237
1187.66035,-0.070722
1187.66135,-0.071163
1187.66235,-0.071556
1187.66335,-0.071916
1187.66435,-0.072236
1187.66535,-0.072531
1187.66635,-0.072796
1187.66735,-0.073029
1187.66835,-0.073248
1187.66935,-0.073428
1187.67035,-0.073529
1187.67135,-0.073541
1187.67235,-0.073505
1187.67335,-0.073374
1187.67435,-0.073196
1187.67535,-0.072983
1187.67635,-0.072757
1187.67735,-0.072541
1187.67835,-0.072342
1187.67935,-0.072137
1187.68035,-0.071922
1187.68135,-0.071696
1187.68235,-0.071464
1187.68335,-0.07124
1187.68435,-0.071007
1187.68535,-0.070785
1187.68635,-0.070603
1187.68735,-0.070506
1187.68835,-0.070425
1187.68935,-0.070396
1187.69035,-0.070386
1187.69135,-0.070386
1187.69235,-0.070385
1187.69335,-0.070372
1187.69435,-0.070346
1187.69535,-0.070317
1187.69635,-0.070296
1187.69735,-0.070278
1187.69835,-0.070263
1187.69935,-0.070239
1187.70035,-0.070194
1187.70135,-0.070116
1187.70235,-0.070008
1187.70335,-0.069845
1187.70435,-0.069652
1187.70535,-0.069437
1187.70635,-0.069218
1187.70735,-0.068981
1187.70835,-0.068735
1187.70935,-0.068474
1187.71035,-0.068195
1187.71135,-0.067905
1187.71235,-0.067597
1187.71335,-0.067279
1187.71435,-0.066959
1187.71535,-0.066653
1187.71635,-0.066383
1187.71735,-0.066151
1187.71835,-0.065953
1187.71935,-0.065786
1187.72035,-0.065655
1187.72135,-0.065525
1187.72235,-0.065405
1187.72335,-0.065327
1187.72435,-0.065271
1187.72535,-0.065266
1187.72635,-0.065299
1187.72735,-0.065369
1187.72835,-0.065464
1187.72935,-0.065551
1187.73035,-0.065628
1187.73135,-0.065683
1187.73235,-0.065703
1187.73335,-0.06571
1187.73435,-0.065707
1187.73535,-0.065681
1187.73635,-0.06565
1187.73735,-0.065631
1187.73835,-0.065611
1187.73935,-0.06556
1187.74035,-0.065501
1187.74135,-0.065428
1187.74235,-0.065361
1187.74335,-0.065306
1187.74435,-0.065277
1187.74535,-0.065295
1187.74635,-0.065358
1187.74735,-0.065485
1187.74835,-0.065672
1187.74935,-0.065905
1187.75035,-0.066192
1187.75135,-0.066539
1187.75235,-0.066941
1187.75335,-0.06738
1187.75435,-0.067843
1187.75535,-0.068337
1187.75635,-0.068875
1187.75735,-0.069411
1187.75835,-0.069933
1187.75935,-0.070438
1187.76035,-0.07091
1187.76135,-0.07133
1187.76235,-0.071685
1187.76335,-0.071958
1187.76435,-0.072151
1187.76535,-0.072261
1187.76635,-0.072294
1187.76735,-0.072249
1187.76835,-0.072103
1187.76935,-0.071861
1187.77035,-0.071567
1187.77135,-0.071242
1187.77235,-0.070855
1187.77335,-0.07046
1187.77435,-0.070074
1187.77535,-0.069716
1187.77635,-0.069383
1187.77735,-0.069104
1187.77835,-0.068888
1187.77935,-0.068765
1187.78035,-0.068744
1187.78135,-0.068823
1187.78235,-0.068987
1187.78335,-0.069235
1187.78435,-0.069558
1187.78535,-0.069975
1187.78635,-0.070441
1187.78735,-0.07095
1187.78835,-0.071509
1187.78935,-0.072086
1187.79035,-0.072665
1187.79135,-0.073207
1187.79235,-0.07373
1187.79335,-0.074219
1187.79435,-0.074673
1187.79535,-0.075081
1187.79635,-0.07542
1187.79735,-0.075724
1187.79835,-0.076002
1187.79935,-0.076234
1187.80035,-0.076446
1187.80135,-0.076618
1187.80235,-0.076762
1187.80335,-0.076865
1187.80435,-0.076941
1187.80535,-0.076994
1187.80635,-0.077033
1187.80735,-0.077068
1187.80835,-0.07709
1187.80935,-0.077083
1187.81035,-0.077042
1187.81135,-0.076931
1187.81235,-0.076751
1187.81335,-0.076465
1187.81435,-0.076075
1187.81535,-0.075577
1187.81635,-0.074992
1187.81735,-0.074323
1187.81835,-0.073573
1187.81935,-0.072731
1187.82035,-0.071819
1187.82135,-0.070828
1187.82235,-0.069775
1187.82335,-0.068687
1187.82435,-0.067587
1187.82535,-0.066506
1187.82635,-0.06547
1187.82735,-0.064495
1187.82835,-0.063623
1187.82935,-0.062853
1187.83035,-0.062199
1187.83135,-0.061687
1187.83235,-0.061274
1187.83335,-0.060974
1187.83435,-0.060776
1187.83535,-0.060715
1187.83635,-0.060756
1187.83735,-0.06091
1187.83835,-0.061178
1187.83935,-0.061514
1187.84035,-0.061909
1187.84135,-0.06235
1187.84235,-0.062801
1187.84335,-0.063281
1187.84435,-0.06378
1187.84535,-0.064309
1187.84635,-0.064866
1187.84735,-0.065435
1187.84835,-0.066035
1187.84935,-0.066652
1187.85035,-0.067253
1187.85135,-0.067802
1187.85235,-0.068298
1187.85335,-0.068754
1187.85435,-0.069154
1187.85535,-0.069547
1187.85635,-0.069929
1187.85735,-0.070313
1187.85835,-0.070708
1187.85935,-0.07109
1187.86035,-0.071437
1187.86135,-0.071732
1187.86235,-0.071967
1187.86335,-0.072131
1187.86435,-0.072212
1187.86535,-0.072214
1187.86635,-0.072157
1187.86735,-0.072083
1187.86835,-0.071977
1187.86935,-0.071817
1187.87035,-0.071585
1187.87135,-0.071255
1187.87235,-0.070798
1187.87335,-0.07019
1187.87435,-0.069486
1187.87535,-0.068717
1187.87635,-0.067933
1187.87735,-0.067156
1187.87835,-0.06639
1187.87935,-0.065639
1187.88035,-0.064933
1187.88135,-0.064265
1187.88235,-0.063675
1187.88335,-0.063119
1187.88435,-0.062614
1187.88535,-0.062166
1187.88635,-0.061791
1187.88735,-0.061499
1187.88835,-0.061314
1187.88935,-0.061261
1187.89035,-0.061277
1187.89135,-0.061354
1187.89235,-0.06145
1187.89335,-0.061549
1187.89435,-0.061648
1187.89535,-0.061791
1187.89635,-0.06194
1187.89735,-0.062122
1187.89835,-0.062287
1187.89935,-0.06246
1187.90035,-0.062645
1187.90135,-0.062825
1187.90235,-0.063011
1187.90335,-0.063196
1187.90435,-0.063385
1187.90535,-0.063574
1187.90635,-0.063771
1187.90735,-0.063967
1187.90835,-0.064147
1187.90935,-0.064316
1187.91035,-0.064456
1187.91135,-0.064531
1187.91235,-0.064557
1187.91335,-0.06452
1187.91435,-0.064458
1187.91535,-0.064373
1187.91635,-0.064269
1187.91735,-0.064153
1187.91835,-0.064021
1187.91935,-0.063861
1187.92035,-0.063648
1187.92135,-0.063361
1187.92235,-0.063025
1187.92335,-0.062647
1187.92435,-0.062278
1187.92535,-0.061924
1187.92635,-0.061613
1187.92735,-0.061365
1187.92835,-0.061182
1187.92935,-0.061053
1187.93035,-0.060969
1187.93135,-0.060895
1187.93235,-0.060844
1187.93335,-0.060827
1187.93435,-0.060853
1187.93535,-0.060917
1187.93635,-0.061051
1187.93735,-0.061285
1187.93835,-0.061582
1187.93935,-0.06194
1187.94035,-0.062306
1187.94135,-0.062693
1187.94235,-0.06309
1187.94335,-0.063464
1187.94435,-0.063797
1187.94535,-0.064118
1187.94635,-0.064416
1187.94735,-0.064721
1187.94835,-0.064996
1187.94935,-0.065227
1187.95035,-0.065389
1187.95135,-0.065475
1187.95235,-0.065488
1187.95335,-0.06542
1187.95435,-0.065279
1187.95535,-0.065084
1187.95635,-0.06486
1187.95735,-0.064581
1187.95835,-0.064241
1187.95935,-0.063857
1187.96035,-0.063488
1187.96135,-0.063106
1187.96235,-0.06272
1187.96335,-0.062331
1187.96435,-0.061955
1187.96535,-0.061615
1187.96635,-0.061341
1187.96735,-0.061172
1187.96835,-0.061086
1187.96935,-0.061055
1187.97035,-0.061103
1187.97135,-0.0612
1187.97235,-0.061321
1187.97335,-0.061459
1187.97435,-0.061598
1187.97535,-0.061754
1187.97635,-0.061907
1187.97735,-0.062076
1187.97835,-0.062263
1187.97935,-0.062462
1187.98035,-0.06266
1187.98135,-0.062836
1187.98235,-0.062948
1187.98335,-0.062996
1187.98435,-0.062994
1187.98535,-0.062954
1187.98635,-0.062873
1187.98735,-0.062748
1187.98835,-0.062599
1187.98935,-0.062449
1187.99035,-0.062333
1187.99135,-0.062261
1187.99235,-0.062221
1187.99335,-0.062188
1187.99435,-0.062131
1187.99535,-0.062054
1187.99635,-0.061986
1187.99735,-0.061936
1187.99835,-0.061911
1187.99935,-0.061894
1188.00035,-0.061883
1188.00135,-0.061859
1188.00235,-0.061826
1188.00335,-0.061777
1188.00435,-0.061723
1188.00535,-0.061672
1188.00635,-0.061617
1188.00735,-0.061525
1188.00835,-0.061418
1188.00935,-0.061279
1188.01035,-0.061152
1188.01135,-0.061033
1188.01235,-0.06089
1188.01335,-0.060737
1188.01435,-0.060577
1188.01535,-0.060427
1188.01635,-0.060291
1188.01735,-0.060195
1188.01835,-0.060126
1188.01935,-0.060094
1188.02035,-0.060087
1188.02135,-0.060083
1188.02235,-0.060074
1188.02335,-0.060083
1188.02435,-0.06007
1188.02535,-0.06008
1188.02635,-0.060114
1188.02735,-0.060171
1188.02835,-0.060248
1188.02935,-0.060359
1188.03035,-0.060533
1188.03135,-0.060742
1188.03235,-0.060965
1188.03335,-0.061163
1188.03435,-0.061323
1188.03535,-0.061477
1188.03635,-0.061652
1188.03735,-0.061837
1188.03835,-0.062035
1188.03935,-0.062204
1188.04035,-0.062364
1188.04135,-0.062502
1188.04235,-0.062599
1188.04335,-0.062673
1188.04435,-0.062732
1188.04535,-0.062768
1188.04635,-0.062777
1188.04735,-0.062774
1188.04835,-0.062761
1188.04935,-0.062766
1188.05035,-0.062765
1188.05135,-0.062733
1188.05235,-0.062656
1188.05335,-0.062542
1188.05435,-0.062419
1188.05535,-0.062329
1188.05635,-0.062276
1188.05735,-0.062263
1188.05835,-0.062283
1188.05935,-0.062302
1188.06035,-0.062324
1188.06135,-0.062331
1188.06235,-0.062335
1188.06335,-0.062368
1188.06435,-0.062452
1188.06535,-0.062579
1188.06635,-0.062801
1188.06735,-0.063108
1188.06835,-0.063486
1188.06935,-0.063962
1188.07035,-0.064467
1188.07135,-0.064972
1188.07235,-0.065448
1188.07335,-0.065878
1188.07435,-0.066287
1188.07535,-0.066711
1188.07635,-0.067169
1188.07735,-0.067646
1188.07835,-0.068109
1188.07935,-0.068522
1188.08035,-0.068851
1188.08135,-0.069114
1188.08235,-0.069279
1188.08335,-0.069382
1188.08435,-0.069428
1188.08535,-0.069417
1188.08635,-0.069385
1188.08735,-0.069352
1188.08835,-0.069338
1188.08935,-0.069336
1188.09035,-0.069323
1188.09135,-0.069272
1188.09235,-0.069167
1188.09335,-0.068996
1188.09435,-0.068772
1188.09535,-0.068484
1188.09635,-0.068171
1188.09735,-0.067824
1188.09835,-0.067448
1188.09935,-0.067007
1188.10035,-0.06652
1188.10135,-0.065975
1188.10235,-0.065373
1188.10335,-0.064719
1188.10435,-0.064016
1188.10535,-0.063282
1188.10635,-0.062539
1188.10735,-0.061798
1188.10835,-0.061067
1188.10935,-0.060379
1188.11035,-0.059757
1188.11135,-0.059235
1188.11235,-0.058782
1188.11335,-0.058421
1188.11435,-0.058158
1188.11535,-0.058001
1188.11635,-0.057947
1188.11735,-0.057992
1188.11835,-0.058131
1188.11935,-0.058345
1188.12035,-0.058624
1188.12135,-0.058965
1188.12235,-0.059344
1188.12335,-0.059768
1188.12435,-0.060246
1188.12535,-0.060763
1188.12635,-0.061289
1188.12735,-0.061804
1188.12835,-0.062325
1188.12935,-0.062813
1188.13035,-0.063279
1188.13135,-0.063714
1188.13235,-0.06412
1188.13335,-0.064506
1188.13435,-0.064866
1188.13535,-0.065215
1188.13635,-0.065573
1188.13735,-0.065945
1188.13835,-0.066388
1188.13935,-0.066913
1188.14035,-0.067505
1188.14135,-0.068173
1188.14235,-0.068875
1188.14335,-0.069555
1188.14435,-0.070199
1188.14535,-0.070798
1188.14635,-0.071352
1188.14735,-0.07185
1188.14835,-0.07225
1188.14935,-0.07255
1188.15035,-0.072783
1188.15135,-0.072937
1188.15235,-0.073022
1188.15335,-0.073023
1188.15435,-0.072915
1188.15535,-0.072687
1188.15635,-0.072349
1188.15735,-0.071909
1188.15835,-0.071416
1188.15935,-0.070907
1188.16035,-0.070401
1188.16135,-0.069912
1188.16235,-0.06944
1188.16335,-0.069014
1188.16435,-0.068664
1188.16535,-0.068377
1188.16635,-0.068149
1188.16735,-0.06799
1188.16835,-0.067885
1188.16935,-0.067848
1188.17035,-0.067868
1188.17135,-0.067922
1188.17235,-0.068013
1188.17335,-0.068129
1188.17435,-0.068274
1188.17535,-0.068465
1188.17635,-0.068704
1188.17735,-0.068996
1188.17835,-0.069334
1188.17935,-0.069703
1188.18035,-0.070076
1188.18135,-0.070439
1188.18235,-0.070733
1188.18335,-0.070963
1188.18435,-0.071134
1188.18535,-0.071255
1188.18635,-0.071321
1188.18735,-0.071374
1188.18835,-0.071404
1188.18935,-0.071389
1188.19035,-0.071314
1188.19135,-0.071172
1188.19235,-0.070937
1188.19335,-0.070636
1188.19435,-0.070285
1188.19535,-0.069909
1188.19635,-0.069534
1188.19735,-0.069191
1188.19835,-0.068911
1188.19935,-0.068693
1188.20035,-0.068485
1188.20135,-0.068278
1188.20235,-0.068074
1188.20335,-0.067872
1188.20435,-0.067677
1188.20535,-0.067527
1188.20635,-0.067416
1188.20735,-0.067371
1188.20835,-0.0674
1188.20935,-0.067462
1188.21035,-0.067538
1188.21135,-0.067602
1188.21235,-0.067646
1188.21335,-0.067679
1188.21435,-0.067708
1188.21535,-0.067753
1188.21635,-0.067844
1188.21735,-0.067989
1188.21835,-0.068169
1188.21935,-0.068384
1188.22035,-0.068608
1188.22135,-0.068827
1188.22235,-0.069075
1188.22335,-0.069332
1188.22435,-0.06958
1188.22535,-0.06985
1188.22635,-0.070153
1188.22735,-0.070485
1188.22835,-0.070849
1188.22935,-0.07122
1188.23035,-0.071585
1188.23135,-0.071934
1188.23235,-0.072263
1188.23335,-0.072548
1188.23435,-0.072801
1188.23535,-0.072987
1188.23635,-0.073128
1188.23735,-0.073211
1188.23835,-0.073237
1188.23935,-0.073187
1188.24035,-0.073088
1188.24135,-0.072934
1188.24235,-0.072697
1188.24335,-0.072386
1188.24435,-0.071968
1188.24535,-0.071461
1188.24635,-0.070906
1188.24735,-0.070298
1188.24835,-0.069664
1188.24935,-0.068992
1188.25035,-0.068293
1188.25135,-0.067554
1188.25235,-0.066783
1188.25335,-0.066043
1188.25435,-0.065271
1188.25535,-0.064491
1188.25635,-0.063731
1188.25735,-0.062933
1188.25835,-0.062142
1188.25935,-0.061389
1188.26035,-0.060721
1188.26135,-0.060151
1188.26235,-0.05963
1188.26335,-0.059159
1188.26435,-0.058703
1188.26535,-0.058305
1188.26635,-0.057959
1188.26735,-0.05769
1188.26835,-0.057489
1188.26935,-0.057297
1188.27035,-0.057158
